LAMMPS data file  
    
500 atoms   
1 atom types  
    
-1.01879 19.0938 xlo xhi 
-1.01879 19.0938 ylo yhi 
-1.01879 19.0938 zlo zhi 
    
Masses    
    
1 63.55   
    
Atoms # atomic  
    
335 1 1.92641 3.7935 5.58017
211 1 3.74288 2.7793 7.18145
100 1 4.09641 2.08545 4.36507
22 1 5.85295 1.72447 7.93738
237 1 7.18627 2.4858 6.26852
284 1 7.59096 -0.287619 4.23291
79 1 8.41096 1.45735 8.58756
83 1 5.24949 0.423923 5.77751
435 1 8.45362 -0.0631374 6.56231
465 1 8.96321 -0.827968 8.87067
490 1 6.49155 -0.730069 8.08426
286 1 9.94129 -0.528638 4.69182
332 1 11.1647 1.37136 8.69527
389 1 12.8623 3.30002 6.83882
306 1 9.90432 1.69841 6.64889
369 1 12.9653 0.951414 6.61816
258 1 11.3006 1.71091 4.23672
123 1 13.8426 2.93237 4.53855
84 1 17.8641 1.22209 8.48833
183 1 15.636 0.85065 9.00065
446 1 15.1483 1.15981 6.00686
3 1 17.5985 2.83285 4.79257
246 1 18.9882 3.00728 6.8666
493 1 16.3096 3.903 7.31303
190 1 18.1853 0.561448 5.84287
119 1 16.0745 -0.994409 4.60123
416 1 14.2365 -0.893452 7.5431
147 1 0.101157 7.10223 5.83146
180 1 0.746163 5.28432 7.61665
262 1 2.76997 7.70913 5.47497
260 1 1.55765 7.63333 8.16667
28 1 3.22766 5.38388 7.21688
444 1 5.13077 4.06862 5.33006
383 1 5.57912 4.30573 8.09287
276 1 4.27222 6.15024 4.15482
272 1 7.72757 6.87704 5.07683
466 1 5.73127 8.29776 4.61576
264 1 7.56204 4.80558 6.15071
496 1 5.6718 6.58276 6.4544
233 1 7.9584 6.02609 8.89575
72 1 8.30784 8.88269 7.3309
381 1 4.27776 8.42652 7.2513
363 1 9.37065 5.11542 4.3175
324 1 10.1742 7.41735 4.90413
441 1 9.4662 6.62621 7.21342
300 1 14.0249 7.54336 7.17468
90 1 12.6547 7.47646 5.16159
35 1 11.8609 5.46245 7.33656
55 1 11.6025 4.22668 4.73378
471 1 9.67941 4.08247 7.62612
25 1 13.8593 5.3259 5.72539
270 1 11.6305 8.72275 6.89345
141 1 16.0217 4.70404 4.78092
51 1 15.1347 7.15316 4.65864
166 1 14.0899 5.03429 8.08008
468 1 18.9162 5.1257 5.79171
59 1 18.5875 6.2004 8.14587
136 1 16.2432 6.30158 7.32024
319 1 17.4845 7.10856 5.21386
449 1 16.9982 8.67883 7.36181
2 1 1.15979 9.32697 4.7704
52 1 1.58599 11.9585 4.38692
63 1 2.77693 12.7632 7.97088
303 1 3.84201 11.8103 5.26623
481 1 2.6336 10.1235 6.90916
347 1 0.508602 12.1427 6.66381
194 1 -0.696367 9.46227 6.24901
104 1 0.33145 13.7386 8.80335
341 1 -1.01027 9.10174 8.67504
112 1 6.17021 9.41691 8.85268
98 1 5.63489 11.0433 7.10661
309 1 7.41696 10.1616 5.18543
287 1 8.20545 11.2579 7.46055
279 1 7.07479 12.838 5.64333
451 1 4.92189 13.4972 7.09628
314 1 7.17582 13.8098 8.12315
370 1 9.95139 10.3101 5.62752
318 1 10.6189 10.3933 8.44928
377 1 12.88 12.2522 8.9103
234 1 9.66648 12.6288 5.26569
325 1 12.9734 11.197 6.11287
380 1 12.2353 13.3997 5.1718
243 1 12.8381 9.44944 8.74824
19 1 16.5996 10.0646 4.63989
60 1 18.7734 12.141 4.15477
128 1 17.698 13.7916 8.18775
374 1 14.6712 9.27599 5.86123
36 1 15.5369 11.9127 5.98345
188 1 15.2669 10.7104 8.03698
241 1 18.2006 11.6954 6.30633
244 1 14.1649 13.9352 7.02288
434 1 18.4531 14.0024 5.82944
408 1 3.11069 16.4637 4.34936
126 1 2.88897 15.5541 6.44477
179 1 1.38528 14.2501 4.82755
173 1 0.388375 15.3625 6.61695
130 1 2.65276 17.8638 7.45728
155 1 -0.781103 18.0438 6.93773
40 1 3.32854 18.7032 5.35753
492 1 1.35182 17.1858 5.57982
457 1 -0.597269 16.2592 4.45608
197 1 5.81554 16.8079 4.31039
174 1 6.44604 15.5954 6.51797
14 1 4.68629 14.5055 4.92362
150 1 5.33531 17.7085 6.79028
497 1 8.13243 14.8874 4.79284
456 1 7.29939 16.5934 8.66432
117 1 7.80264 17.5788 5.77443
291 1 8.93446 15.0711 7.13354
95 1 4.74268 15.7943 8.32036
221 1 11.7658 18.463 7.82877
132 1 11.5743 14.1391 8.07041
409 1 13.1536 18.7384 5.401
109 1 10.5247 15.0035 4.60612
56 1 13.3487 15.6462 5.56634
461 1 10.4564 17.0108 6.57487
476 1 13.2312 16.6477 7.73587
282 1 17.2157 17.0206 4.72033
157 1 16.804 19.0449 7.3405
189 1 16.0658 14.7753 5.63091
107 1 17.9406 16.5716 7.96787
353 1 15.2282 16.9512 6.01063
253 1 15.3998 16.0243 8.44016
320 1 1.37735 3.52115 10.1911
294 1 2.53101 1.3047 9.50524
358 1 1.29076 1.49994 12.5955
379 1 3.26844 2.5341 11.6772
339 1 0.15063 1.50098 9.64282
305 1 -0.9931 2.57581 11.6815
455 1 0.714958 -0.66865 10.9226
470 1 3.30502 0.288121 13.2901
355 1 -0.838292 -0.118404 13.0244
401 1 7.92216 3.93616 10.0157
75 1 5.55052 2.22949 12.5369
271 1 4.259 0.450772 10.979
156 1 7.63498 1.32813 11.0869
209 1 4.78431 3.81554 10.3051
340 1 8.17049 3.38352 12.4989
18 1 8.81289 -0.962946 12.7207
390 1 6.54304 0.285593 13.1707
41 1 10.178 3.34964 10.1609
382 1 12.0953 2.06124 11.4082
447 1 10.5487 -0.169752 10.5663
361 1 13.0046 -0.0247002 12.9571
231 1 10.401 0.759849 13.127
114 1 13.6377 2.29622 9.37072
423 1 11.4476 2.91802 13.8113
102 1 16.5168 2.8673 10.4461
436 1 14.4469 2.65117 11.4172
192 1 16.1004 0.781742 12.313
92 1 17.0911 2.70757 13.5519
334 1 14.1011 2.51576 13.9858
479 1 18.3539 3.81652 9.15487
312 1 1.67666 4.31408 12.661
263 1 2.58666 6.07694 9.89413
17 1 -0.519082 6.72869 12.9825
78 1 0.109565 5.59279 10.0004
213 1 3.14053 8.44243 10.468
329 1 0.328691 7.99159 10.6441
304 1 1.9514 6.93498 12.2725
143 1 4.17425 4.91289 12.2775
172 1 6.37239 5.3175 11.2376
236 1 7.54995 6.23035 13.3132
464 1 4.86918 6.72772 9.16119
487 1 7.81568 8.07224 11.0415
198 1 5.96409 4.20315 14.0462
249 1 5.20173 7.78545 12.7361
122 1 8.63171 8.73818 13.9849
405 1 12.4476 7.12144 9.09097
474 1 11.2161 4.51284 11.9802
53 1 12.4373 4.25985 9.88826
437 1 9.06344 5.64929 11.2896
343 1 11.2722 7.25072 11.4138
372 1 13.9793 6.07669 11.1624
81 1 10.5865 5.73093 9.43712
450 1 13.6792 9.03745 11.021
185 1 10.1928 8.05596 9.2356
193 1 12.7361 8.94332 13.7991
391 1 15.0282 7.48928 9.27792
268 1 18.0876 5.0687 11.5561
330 1 16.1571 5.17504 9.51433
110 1 17.9981 7.12866 10.3189
152 1 18.3074 8.5987 12.689
113 1 15.7967 7.61142 11.726
295 1 15.7527 4.70713 12.2491
49 1 14.2512 6.98637 13.9204
201 1 3.651 10.5755 13.3046
495 1 1.09164 10.5456 9.15229
356 1 0.274271 11.5513 13.8247
165 1 1.75067 11.431 11.5542
186 1 -0.80213 10.2842 11.3014
296 1 -0.548437 12.8362 11.2645
168 1 3.63451 10.8116 9.27006
413 1 0.884126 9.11075 12.9446
196 1 8.1041 10.5363 10.3598
373 1 4.98007 10.4361 11.1747
161 1 6.92516 12.613 12.0981
403 1 5.98782 9.97127 13.2234
30 1 6.22087 11.784 9.42422
138 1 4.20533 13.3188 10.108
281 1 9.08389 12.6649 9.71632
216 1 9.78706 9.4929 12.0028
257 1 9.12938 11.7088 12.2403
429 1 11.551 10.7752 10.9977
146 1 13.0552 11.2847 12.9119
499 1 12.9204 13.1465 11.4009
486 1 10.7621 13.0747 13.2229
395 1 14.5018 11.3411 10.4289
462 1 15.0645 13.4717 9.36652
248 1 18.986 11.6453 9.34084
404 1 16.5621 9.42274 10.0686
13 1 16.8394 11.8872 10.5337
65 1 17.6177 11.7118 12.8205
424 1 15.7421 10.027 12.9465
459 1 15.1363 13.834 11.893
488 1 14.8033 12.3912 13.8596
44 1 2.55324 15.1185 9.43765
477 1 3.63066 16.3561 11.2664
500 1 2.4291 18.2249 12.4118
94 1 1.93137 14.5003 11.97
163 1 0.548541 16.6732 13.9839
67 1 0.279098 17.3302 9.07695
392 1 2.88338 16.4046 13.821
308 1 -0.0152242 15.5464 10.7042
292 1 4.26775 18.1807 9.67208
178 1 8.17712 14.7609 12.1562
45 1 6.04298 16.4856 12.0878
151 1 6.33642 14.6625 10.458
148 1 4.53357 14.6856 12.8697
362 1 6.76461 18.7155 10.7685
9 1 4.61841 18.1411 13.6354
182 1 8.69404 16.9672 11.1486
407 1 7.98217 16.9462 13.394
364 1 10.4568 16.2912 9.31648
177 1 10.9461 18.3812 12.8459
127 1 12.2373 18.1574 10.0317
207 1 12.761 15.1976 10.0975
24 1 11.4773 15.6107 12.8238
212 1 10.5068 14.1225 10.9739
86 1 12.8996 17.4967 12.5332
385 1 14.8608 18.9485 10.6708
145 1 17.5337 14.6462 10.5229
491 1 14.1992 15.0931 13.8719
489 1 18.2858 17.5794 10.0922
484 1 18.2963 15.0705 12.769
224 1 17.3875 17.6922 12.5432
349 1 15.2675 16.5576 11.6597
210 1 16.5858 14.2458 14.0431
365 1 1.29384 2.32697 18.1587
46 1 3.37812 2.52908 14.0944
344 1 0.111345 2.10007 14.8633
273 1 2.31466 0.921306 16.0125
315 1 0.161206 0.175614 17.4938
378 1 3.00088 -0.146511 18.1136
396 1 4.37229 3.89421 17.9362
121 1 8.16704 2.89009 15.1588
367 1 6.08398 -0.722144 15.4091
360 1 4.60007 1.50652 16.6617
256 1 7.37228 1.54653 17.1737
131 1 6.73877 3.56641 18.206
485 1 8.62538 0.0371601 14.8388
4 1 5.45631 -0.061356 18.5234
227 1 12.4595 0.870931 15.2927
167 1 11.0875 1.5778 17.7034
133 1 11.2248 3.5799 16.1811
265 1 11.4056 -0.772219 17.0794
289 1 13.404 2.31098 17.0227
433 1 9.21773 3.57702 17.7291
285 1 14.6067 -0.18346 14.6314
250 1 15.4925 2.06298 18.1396
200 1 16.671 -0.747395 17.0191
438 1 18.3384 1.98865 17.3259
463 1 16.0512 1.60718 15.6208
149 1 16.6974 3.61431 16.5032
34 1 17.2638 -0.127399 14.4898
346 1 14.4856 0.00609367 17.2205
415 1 1.79756 8.02733 18.8166
299 1 -0.400841 4.66936 17.9147
5 1 -0.334416 4.45502 15.2035
74 1 2.20308 4.31992 16.5939
419 1 -0.699024 7.77082 15.2234
259 1 1.32517 6.42888 17.174
230 1 2.36806 8.35624 14.7605
458 1 3.82647 7.43779 17.0149
134 1 2.50285 5.92681 14.8005
420 1 5.9038 5.98187 18.269
20 1 4.90815 5.37442 15.9537
245 1 5.22012 8.57878 18.9722
467 1 6.46138 7.52778 15.2161
453 1 7.71644 5.07291 16.0263
215 1 7.59367 7.62471 17.9609
337 1 4.57898 8.85255 15.3556
326 1 11.4737 8.33271 18.3453
242 1 9.43211 4.78061 14.1832
460 1 10.8871 6.9641 14.1778
181 1 10.0458 5.60542 17.2655
187 1 12.7995 4.58403 14.693
8 1 13.3756 6.84723 17.2077
366 1 10.9072 9.01333 16.065
202 1 17.5265 5.63888 14.3307
88 1 15.3968 4.97958 14.753
473 1 19.025 7.70383 17.9168
111 1 14.3774 4.41618 17.1661
494 1 16.5325 4.75541 18.5409
116 1 17.9484 5.95585 16.6565
103 1 16.5629 8.79416 17.6695
327 1 15.7021 6.45575 16.5096
448 1 16.8225 8.22821 14.5919
96 1 3.22446 10.0269 17.4492
164 1 1.73506 11.5658 18.917
89 1 0.854039 9.85097 17.5729
443 1 0.201957 11.7583 16.2424
118 1 2.4321 11.0269 15.2495
351 1 1.297 13.4086 14.8
97 1 3.09734 12.6681 16.998
400 1 7.93044 11.8546 18.6039
169 1 5.06327 12.5538 14.0841
1 1 9.02067 10.1309 17.1156
274 1 6.49091 13.7807 18.7008
26 1 5.11001 11.5518 18.4336
418 1 7.87676 13.1699 16.6632
310 1 6.73013 9.6066 16.7937
82 1 4.97613 11.0712 15.9834
144 1 7.36602 11.7391 14.6345
69 1 5.56306 13.9397 16.4201
48 1 10.731 10.5629 14.4708
206 1 10.143 12.3925 18.1621
6 1 12.0002 10.7738 18.926
66 1 12.671 13.3844 14.8104
214 1 12.1356 11.0524 16.5478
445 1 12.608 13.5425 17.4785
371 1 10.228 12.9805 15.9195
425 1 18.7302 13.0435 14.8735
393 1 18.7637 10.3447 14.9866
426 1 14.5915 9.44036 15.6487
91 1 18.7521 10.5265 17.9014
354 1 14.2233 9.69938 18.0635
345 1 14.2115 12.1506 16.0786
217 1 16.2379 11.3566 17.9743
101 1 16.6766 11.4301 15.3549
478 1 18.0995 13.037 17.5668
80 1 15.4316 13.6873 17.7946
302 1 -0.865464 15.2925 15.1935
398 1 -0.264598 19.0762 15.311
239 1 1.69621 17.6482 17.3899
64 1 1.83974 14.2772 18.7448
277 1 1.89164 15.7128 15.7977
267 1 -0.610715 15.9256 18.0548
153 1 4.70744 15.8361 15.3808
472 1 4.34708 17.8859 17.1527
12 1 7.0112 14.4869 14.432
7 1 6.61967 17.1425 16.5775
412 1 7.74662 18.763 17.9705
73 1 8.0648 15.8767 18.2424
238 1 8.88369 17.9195 15.691
321 1 13.0641 18.7774 18.7827
421 1 10.2238 18.3656 18.9822
411 1 9.64498 15.3805 14.7017
290 1 11.9225 18.5607 14.8193
29 1 11.9969 15.5309 15.3962
480 1 12.3901 16.7219 17.7328
297 1 10.6668 15.0172 17.2404
68 1 15.4035 17.3322 14.0829
469 1 18.8412 18.2528 18.5024
452 1 15.3402 16.2536 18.4119
219 1 17.2681 14.907 16.2229
375 1 14.4495 15.8928 16.3553
394 1 14.2534 18.107 16.059
42 1 17.861 17.3454 15.2999
