LAMMPS data file 

500 atoms
1 atom types

-1.01879 19.0938 xlo xhi
-1.01879 19.0938 ylo yhi
-1.01879 19.0938 zlo zhi 

Masses

1 63.55

Atoms # atomic

333 1 2.63006 0.257848 3.04722 -1.72245 -1.6564 1.64567 
311 1 -0.824924 1.53367 -0.365308 -2.81805 -1.74668 -11.716 
142 1 0.140753 0.558302 2.35491 -0.156262 -7.37242 -0.0445232 
50 1 0.108169 3.14563 1.50098 3.06648 -4.65167 -4.06737 
338 1 1.8686 2.75237 3.03429 3.74587 5.26815 -4.30978 
252 1 1.65726 1.50725 0.446819 -1.44388 5.72348 -0.386908 
105 1 3.88649 2.17296 1.98888 2.36069 4.30265 -4.72684 
342 1 3.76415 2.11797 -0.869273 -0.417543 8.47219 -3.0666 
348 1 5.42417 0.0557245 1.03445 -3.03274 3.55466 0.848243 
57 1 4.88792 -0.69137 3.62586 2.24189 1.0512 -1.90767 
430 1 8.33587 2.40787 3.98436 11.8139 -7.56328 1.39488 
191 1 6.34268 2.03783 -0.230985 8.86168 7.89897 -5.42498 
171 1 9.03329 0.355562 2.42786 5.22888 -1.3268 2.87489 
386 1 7.81849 3.25052 1.80781 -2.59029 2.22015 -13.7984 
139 1 7.65597 -0.183245 0.210136 -4.46675 1.8998 2.57265 
352 1 8.89797 2.11044 -0.40118 4.96693 -2.53132 3.01676 
39 1 6.03398 1.78131 2.86006 0.608109 1.61723 -3.90313 
204 1 11.721 3.51726 -0.36294 2.04393 -4.8653 0.532424 
62 1 10.9387 0.989461 0.441689 -0.869905 2.78435 6.98149 
38 1 11.5597 -0.0201324 2.55158 2.31266 3.07079 -2.49227 
288 1 13.2634 1.02521 -0.776788 0.507107 1.53907 -7.00893 
235 1 13.7326 -0.500404 1.23216 -0.86529 -3.94739 -1.74495 
71 1 13.9359 0.528189 3.83937 -4.04781 -1.48845 -0.672754 
278 1 10.538 3.52342 2.30956 -3.21721 -2.31067 0.211789 
266 1 12.7759 1.92654 1.79652 4.51367 -2.15734 -0.229828 
301 1 14.0257 3.67959 -0.67179 3.96864 2.9212 -3.19124 
293 1 15.0398 2.76067 2.02336 0.841998 6.71896 1.7697 
402 1 17.1168 2.38101 -0.369507 1.90768 1.8933 3.77868 
120 1 17.9782 1.49976 1.7259 -4.04801 -4.30909 -6.14314 
77 1 15.4052 0.708841 0.106441 -3.9657 -6.06648 -7.99394 
10 1 17.5725 3.62209 2.47842 -2.57888 2.89596 -1.60704 
357 1 17.6026 -0.209224 -0.45485 -3.3517 4.73197 0.440597 
328 1 18.4158 -0.79246 3.38091 -2.76712 5.86768 1.07081 
427 1 16.1493 0.445927 2.55901 3.4516 0.641887 -0.623105 
160 1 1.37889 5.15688 -0.798803 -0.182379 5.38966 5.23814 
175 1 3.08555 4.46015 1.48496 -6.30588 2.86544 1.38397 
170 1 1.6568 5.8827 3.75019 0.308801 -0.545024 -2.22748 
432 1 -0.355798 4.72634 3.54456 1.68487 0.0855263 1.15556 
442 1 0.729882 5.9975 1.29006 2.96585 -2.208 -1.69394 
