LAMMPS data file via write_data, version 31 Mar 2017, timestep = 100000

864 atoms
1 atom types

-1.8662347474940313e+00 2.2866234747494556e+01 xlo xhi
-1.8662347474940313e+00 2.2866234747494556e+01 ylo yhi
-1.8662347474940313e+00 2.2866234747494556e+01 zlo zhi

Masses

1 63.55

Atoms # atomic

133 1 -1.1417796577238051e+00 3.0170888202002879e+00 -5.1442362516887086e-01 1 1 0
79 1 7.2442066830834817e-01 -8.9771572126411658e-01 5.2696106563183753e-01 0 0 0
341 1 2.2606061867252691e+01 -1.3921151199016474e-01 -1.8275167468992013e+00 -1 0 0
249 1 3.3370382548927311e+00 2.4878831800474117e+00 4.9629742912204988e-01 1 1 1
237 1 2.9538176112283203e+00 1.5421385650980366e+00 2.6513480878837310e+00 0 0 0
51 1 6.8684760364097848e+00 -7.6301161688050645e-01 2.2031422070897957e+01 0 1 0
222 1 7.1346927135610816e+00 -1.6207836700641713e+00 -5.0009541137195157e-01 -1 0 0
52 1 3.0084220920265907e+00 -1.3552240277866506e-01 4.1080154988370321e-01 -2 0 0
446 1 5.8927907777131026e+00 -5.1108421400422510e-01 2.2821552662563440e+00 0 0 0
680 1 8.6364725968502150e+00 2.2443958731041434e+01 3.4565982870986014e+00 -1 -1 0
393 1 1.1330029335546367e+01 8.4064105520557142e-01 -1.7667305455480111e+00 -1 1 0
846 1 1.3945943874082380e+01 1.2415508536392261e+00 -7.5372059276551917e-01 0 1 0
127 1 9.4505715549035969e+00 -5.8579448751079521e-01 4.1246877514325697e-01 0 -1 0
710 1 1.3163715472754044e+01 -1.2929088669107813e+00 2.2630351333854286e+01 0 1 -1
13 1 1.1929391900626777e+01 -4.0634951160969623e-01 1.2669283847221299e-01 -1 0 0
235 1 1.5750175849675639e+01 -7.3665328012425502e-01 -4.7054898040395032e-01 0 1 0
264 1 1.5859516965421870e+01 1.3102648172529996e+00 1.5985889435070009e+00 0 0 -1
826 1 1.2998988689534920e+01 -1.2174730007078650e-01 2.3689139036095628e+00 0 1 1
830 1 1.8298810330467525e+01 -1.5308913659816215e+00 -9.8184668165623135e-01 0 0 1
563 1 1.9386680402187764e+01 -2.4852623663795059e-01 7.3240893880206825e-01 -1 1 1
476 1 1.8647739130526528e+01 2.9501545286755557e+00 3.1680725410659810e-01 -1 0 0
728 1 2.1699292297506169e+01 -1.7907339825989568e+00 8.0323902653798940e-01 -1 -1 1
176 1 2.0767439321566570e+01 2.1373594531398150e+00 -3.7538902644586036e-01 -1 1 1
839 1 1.9168911442855073e+01 2.8588999707630345e+00 2.2233848420612532e+01 0 1 -1
820 1 7.8272035109721250e-01 1.6535885482552748e+00 1.3073624046891028e+00 0 1 1
148 1 5.2105512184312435e+00 6.0409637058221595e+00 2.4950546808483458e+00 0 0 1
154 1 2.1721635327654027e+01 3.9177876026172447e+00 3.5411395310474898e+00 0 0 1
739 1 1.1258833313914931e+00 3.8035714552116549e+00 3.7371593626794535e-02 0 0 0
185 1 1.8755636857672315e+00 4.3601303895055281e+00 2.5902106306592367e+00 1 1 0
453 1 5.3622209028222239e+00 6.3793485936494037e+00 1.5650647044589217e-01 1 0 0
475 1 7.3818775806546215e+00 9.8758094968903487e-01 -2.1552317619275818e-01 1 0 0
408 1 7.4011390863465873e+00 5.4421657003096993e+00 1.1578774796859850e+00 1 1 0
106 1 7.6667184699511424e+00 1.1706477229558463e+00 2.7299371604491740e+00 0 0 0
258 1 1.0110326107905800e+01 4.0768145883340239e+00 -7.1258060821259106e-01 0 1 0
46 1 1.2164016152103173e+01 6.0437257250574490e+00 2.2787437955744235e+01 0 1 0
546 1 1.1360846357842952e+01 1.7860925246057540e+00 4.1969676261563771e-01 0 0 0
730 1 1.1444113770487307e+01 4.4401163390934855e+00 1.7305006072344060e+00 -1 0 1
559 1 1.5441395612979184e+01 3.2369447227559167e+00 -1.8126002558873542e+00 0 0 0
336 1 1.6939911476897308e+01 5.0060874863345575e+00 1.7642815026292957e+00 0 -1 0
673 1 1.2953688172658634e+01 3.7106577527928066e+00 -9.9386709371412515e-02 0 1 0
