# pair_style table for LAMMPS; Created by ../../FunUQ_MD/potential.py; Sam Reeve; potential: morse; smoothing: 4th 	# pair_style table for LAMMPS; Created by ../../FunUQ_MD/potential.py; Sam Reeve; potential: buck; smoothing: 4th 
	
morse_1	buck_1
N 8000	N 8000
	
99 0.099 5990.8853834 25220.5470604	99 0.099 -86153411.3061 -13663053697.6
100 0.1 5965.7177042 25114.8851701	100 0.1 -81110792.7312 -12734821670.9
101 0.101 5940.65546571 25009.6653344	101 0.101 -76409125.6592 -11877963149.6
102 0.102 5915.6982268 24904.8857052	102 0.102 -72022317.2202 -11086363176.4
103 0.103 5890.84554818 24800.5444421	103 0.103 -67926499.6469 -10354483389.9
104 0.104 5866.0969924 24696.6397124	104 0.104 -64099821.4303 -9677302780.31
105 0.105 5841.45212385 24593.1696913	105 0.105 -60522259.8357 -9050265024.21
106 0.106 5816.91050872 24490.1325612	106 0.106 -57175452.4191 -8469231613.77
107 0.107 5792.47171503 24387.5265125	107 0.107 -54042545.4602 -7930440096.48
108 0.108 5768.13531261 24285.3497429	108 0.108 -51108057.4783 -7430466826.94
109 0.109 5743.90087305 24183.6004578	109 0.109 -48357756.2068 -6966193707.48
110 0.11 5719.76796979 24082.2768699	110 0.11 -45778547.5927 -6534778458.79
111 0.111 5695.73617801 23981.3771996	111 0.111 -43358375.549 -6133628018.41
112 0.112 5671.80507468 23880.8996745	112 0.112 -41086131.3342 -5760374713.65
113 0.113 5647.97423853 23780.8425298	113 0.113 -38951571.5596 -5412854898.02
114 0.114 5624.24325008 23681.2040081	114 0.114 -36945243.9346 -5089089777.92
115 0.115 5600.61169156 23581.9823591	115 0.115 -35058419.9619 -4787268188.04
116 0.116 5577.07914698 23483.17584	116 0.116 -33283033.8774 -4505731103.0
117 0.117 5553.64520208 23384.7827153	117 0.117 -31611627.2092 -4242957697.07
118 0.118 5530.30944433 23286.8012567	118 0.118 -30037298.3954 -3997552785.72
119 0.119 5507.07146292 23189.2297431	119 0.119 -28553656.9623 -3768235501.97
120 0.12 5483.93084877 23092.0664607	120 0.12 -27154781.8152 -3553829076.94
121 0.121 5460.88719449 22995.3097026	121 0.121 -25835183.2436 -3353251608.96
122 0.122 5437.94009442 22898.9577694	122 0.122 -24589768.2814 -3165507718.44
123 0.123 5415.08914457 22803.0089685	123 0.123 -23413809.1032 -2989680997.31
124 0.124 5392.33394267 22707.4616145	124 0.124 -22302914.1677 -2824927171.42
125 0.125 5369.67408809 22612.314029	125 0.125 -21253001.8491 -2670467903.85
126 0.126 5347.10918191 22517.5645408	126 0.126 -20260276.3264 -2525585174.37
127 0.127 5324.63882686 22423.2114854	127 0.127 -19321205.519 -2389616177.54
128 0.128 5302.26262735 22329.2532054	128 0.128 -18432500.882 -2261948687.92
129 0.129 5279.98018941 22235.6880504	129 0.129 -17591098.8913 -2142016846.58
130 0.13 5257.79112075 22142.5143767	130 0.13 -16794144.0651 -2029297327.53
131 0.131 5235.69503071 22049.7305476	131 0.131 -16038973.384 -1923305847.36
132 0.132 5213.69153025 21957.3349333	132 0.132 -15323101.9853 -1823593985.04
133 0.133 5191.78023198 21865.3259106	133 0.133 -14644210.0176 -1729746282.22
134 0.134 5169.96075011 21773.7018633	134 0.134 -14000130.5554 -1641377597.43
135 0.135 5148.23270046 21682.4611819	135 0.135 -13388838.4794 -1558130690.23
136 0.136 5126.59570049 21591.6022635	136 0.136 -12808440.2405 -1479674013.94
137 0.137 5105.04936921 21501.1235121	137 0.137 -12257164.43 -1405699697.44
138 0.138 5083.59332727 21411.0233382	138 0.138 -11733353.0885 -1335921698.64
139 0.139 5062.22719687 21321.300159	139 0.139 -11235453.6898 -1270074114.05
140 0.14 5040.95060181 21231.9523984	140 0.14 -10762011.7439 -1207909630.07
141 0.141 5019.76316746 21142.9784867	141 0.141 -10311663.9667 -1149198103.34
142 0.142 4998.66452074 21054.3768609	142 0.142 -9883131.96889 -1093725258.53
143 0.143 4977.65429016 20966.1459645	143 0.143 -9475216.42328 -1041291493.11
144 0.144 4956.73210576 20878.2842476	144 0.144 -9086791.66856 -991710779.733
145 0.145 4935.89759912 20790.7901665	145 0.145 -8716800.71616 -944809657.471
146 0.146 4915.15040339 20703.6621843	146 0.146 -8364250.62678 -900426304.381
147 0.147 4894.49015323 20616.8987703	147 0.147 -8028208.22689 -858409684.184
148 0.148 4873.91648483 20530.4984002	148 0.148 -7707796.13834 -818618760.753
149 0.149 4853.42903592 20444.4595562	149 0.149 -7402189.09624 -780921774.6
150 0.15 4833.02744572 20358.7807268	150 0.15 -7110610.53224 -745195576.091
151 0.151 4812.71135496 20273.4604067	151 0.151 -6832329.40272 -711325010.605
152 0.152 4792.4804059 20188.4970969	152 0.152 -6566657.24274 -679202351.283
153 0.153 4772.33424226 20103.889305	153 0.153 -6312945.42829 -648726775.399
154 0.154 4752.27250928 20019.6355443	154 0.154 -6070582.63105 -619803880.739
155 0.155 4732.29485366 19935.7343348	155 0.155 -5838992.45071 -592345238.71
156 0.156 4712.40092359 19852.1842023	156 0.156 -5617631.21178 -566267981.162
157 0.157 4692.59036872 19768.9836791	157 0.157 -5405985.91212 -541494418.189
158 0.158 4672.86284018 19686.1313033	158 0.158 -5203572.3122 -517951684.419
159 0.159 4653.21799055 19603.6256195	159 0.159 -5009933.15438 -495571411.489
160 0.16 4633.65547386 19521.4651779	160 0.16 -4824636.50276 -474289424.63
161 0.161 4614.17494559 19439.6485353	161 0.161 -4647274.19466 -454045461.45
162 0.162 4594.77606267 19358.174254	162 0.162 -4477460.39569 -434782911.161
163 0.163 4575.45848344 19277.0409027	163 0.163 -4314830.25081 -416448572.656
164 0.164 4556.22186769 19196.2470559	164 0.164 -4159038.62446 -398992429.963
165 0.165 4537.06587663 19115.7912942	165 0.165 -4009758.92347 -382367443.735
166 0.166 4517.99017288 19035.6722039	166 0.166 -3866681.99678 -366529357.546
167 0.167 4498.99442047 18955.8883774	167 0.167 -3729515.10653 -351436517.851
168 0.168 4480.07828484 18876.4384129	168 0.168 -3597980.96557 -337049706.58
169 0.169 4461.24143282 18797.3209146	169 0.169 -3471816.83664 -323331985.416
170 0.17 4442.48353265 18718.5344922	170 0.17 -3350773.68904 -310248550.859
171 0.171 4423.80425394 18640.0777616	171 0.171 -3234615.40869 -297766599.295
172 0.172 4405.20326769 18561.9493443	172 0.172 -3123118.05804 -285855201.311
173 0.173 4386.68024627 18484.1478674	173 0.173 -3016069.18237 -274485184.576
174 0.174 4368.23486343 18406.6719642	174 0.174 -2913267.15921 -263629024.666
175 0.175 4349.86679427 18329.5202731	175 0.175 -2814520.58823 -253260743.241
176 0.176 4331.57571527 18252.6914388	176 0.176 -2719647.71858 -243355813.054
177 0.177 4313.36130423 18176.1841112	177 0.177 -2628475.91141 -233891069.283
178 0.178 4295.22324032 18099.9969461	178 0.178 -2540841.13512 -224844626.752
179 0.179 4277.16120406 18024.1286048	179 0.179 -2456587.49113 -216195802.596
180 0.18 4259.17487728 17948.5777542	180 0.18 -2375566.76835 -207925044.007
181 0.181 4241.26394317 17873.3430669	181 0.181 -2297638.02427 -200013860.683
182 0.182 4223.4280862 17798.4232209	182 0.182 -2222667.19101 -192444761.664
183 0.183 4205.66699221 17723.8168998	183 0.183 -2150526.70482 -185201196.243
184 0.184 4187.98034833 17649.5227926	184 0.184 -2081095.15732 -178267498.66
185 0.185 4170.36784299 17575.5395939	185 0.185 -2014256.96727 -171628836.332
186 0.186 4152.82916594 17501.8660037	186 0.186 -1949902.07146 -165271161.372
187 0.187 4135.36400822 17428.5007275	187 0.187 -1887925.63356 -159181165.164
188 0.188 4117.97206215 17355.4424762	188 0.188 -1828227.76979 -153346235.791
189 0.189 4100.65302135 17282.6899659	189 0.189 -1770713.29026 -147754418.129
190 0.19 4083.40658073 17210.2419182	190 0.19 -1715291.45525 -142394376.415
191 0.191 4066.23243645 17138.0970603	191 0.191 -1661875.74517 -137255359.137
192 0.192 4049.13028596 17066.2541242	192 0.192 -1610383.64365 -132327166.079
193 0.193 4032.09982798 16994.7118476	193 0.193 -1560736.43275 -127600117.384
194 0.194 4015.14076247 16923.4689733	194 0.194 -1512858.99975 -123065024.504
195 0.195 3998.25279065 16852.5242494	195 0.195 -1466679.65454 -118713162.908
196 0.196 3981.435615 16781.8764293	196 0.196 -1422129.95725 -114536246.436
197 0.197 3964.68893924 16711.5242716	197 0.197 -1379144.55534 -110526403.193
198 0.198 3948.01246832 16641.4665398	198 0.198 -1337661.02966 -106676152.876
199 0.199 3931.40590843 16571.702003	199 0.199 -1297619.74882 -102978385.46
200 0.2 3914.86896699 16502.2294351	200 0.2 -1258963.73161 -99426341.1283
201 0.201 3898.40135264 16433.0476155	201 0.201 -1221638.5167 -96013591.3968
202 0.202 3882.00277525 16364.1553282	202 0.202 -1185592.0395 -92734021.3337
203 0.203 3865.67294588 16295.5513627	203 0.203 -1150774.51552 -89581812.8204
204 0.204 3849.41157682 16227.2345134	204 0.204 -1117138.32993 -86551428.7795
205 0.205 3833.21838155 16159.2035797	205 0.205 -1084637.93303 -83637598.3143
206 0.206 3817.09307475 16091.4573662	206 0.206 -1053229.74123 -80835302.7006
207 0.207 3801.0353723 16023.9946822	207 0.207 -1022872.04316 -78139762.1796
208 0.208 3785.04499127 15956.8143422	208 0.208 -993524.910794 -75546423.5005
209 0.209 3769.1216499 15889.9151656	209 0.209 -965150.115087 -73050948.1697
210 0.21 3753.26506761 15823.2959768	210 0.21 -937711.046054 -70649201.3613
211 0.211 3737.47496501 15756.9556049	211 0.211 -911172.636936 -68337241.4485
212 0.212 3721.75106385 15690.8928842	212 0.212 -885501.292258 -66111310.1208
213 0.213 3706.09308707 15625.1066536	213 0.213 -860664.819563 -63967823.0493
214 0.214 3690.50075876 15559.595757	214 0.214 -836632.364608 -61903361.0678
215 0.215 3674.97380417 15494.359043	215 0.215 -813374.349845 -59914661.8401
216 0.216 3659.51194967 15429.3953653	216 0.216 -790862.415992 -57998611.9834
217 0.217 3644.1149228 15364.703582	217 0.217 -769069.366538 -56152239.6214
218 0.218 3628.78245225 15300.2825563	218 0.218 -747969.115005 -54372707.3415
219 0.219 3613.51426782 15236.131156	219 0.219 -727536.634847 -52657305.5329
220 0.22 3598.31010044 15172.2482536	220 0.22 -707747.911808 -51003446.083
221 0.221 3583.16968218 15108.6327264	221 0.221 -688579.898635 -49408656.4118
222 0.222 3568.09274623 15045.2834563	222 0.222 -670010.472004 -47870573.8237
223 0.223 3553.07902689 14982.1993301	223 0.223 -652018.391553 -46386940.1599
224 0.224 3538.12825956 14919.3792389	224 0.224 -634583.260903 -44955596.7331
225 0.225 3523.24018077 14856.8220787	225 0.225 -617685.490554 -43574479.5291
226 0.226 3508.41452813 14794.52675	226 0.226 -601306.262582 -42241614.6591
227 0.227 3493.65104036 14732.4921579	227 0.227 -585427.497019 -40955114.05
228 0.228 3478.94945726 14670.7172123	228 0.228 -570031.819837 -39713171.3584
229 0.229 3464.30951974 14609.2008272	229 0.229 -555102.532459 -38514058.0955
230 0.23 3449.73096978 14547.9419215	230 0.23 -540623.582705 -37356119.952
231 0.231 3435.21355043 14486.9394186	231 0.231 -526579.537112 -36237773.3115
232 0.232 3420.75700583 14426.1922462	232 0.232 -512955.554551 -35157501.9414
233 0.233 3406.36108119 14365.6993366	233 0.233 -499737.361077 -34113853.8524
234 0.234 3392.02552276 14305.4596267	234 0.234 -486911.225943 -33105438.3172
235 0.235 3377.75007789 14245.4720575	235 0.235 -474463.938736 -32130923.0393
236 0.236 3363.53449495 14185.7355749	236 0.236 -462382.787555 -31189031.4636
237 0.237 3349.37852339 14126.2491287	237 0.237 -450655.538201 -30278540.222
238 0.238 3335.2819137 14067.0116734	238 0.238 -439270.414312 -29398276.7057
239 0.239 3321.2444174 14008.0221678	239 0.239 -428216.07841 -28547116.7588
240 0.24 3307.26578706 13949.279575	240 0.24 -417481.613799 -27723982.4841
241 0.241 3293.34577629 13890.7828626	241 0.241 -407056.507286 -26927840.1586
242 0.242 3279.48413971 13832.5310023	242 0.242 -396930.632679 -26157698.2501
243 0.243 3265.68063301 13774.5229702	243 0.243 -387094.235026 -25412605.5306
244 0.244 3251.93501284 13716.7577468	244 0.244 -377537.91555 -24691649.2816
245 0.245 3238.24703691 13659.2343165	245 0.245 -368252.617264 -23993953.586
246 0.246 3224.61646394 13601.9516684	246 0.246 -359229.611211 -23318677.7028
247 0.247 3211.04305365 13544.9087955	247 0.247 -350460.483324 -22665014.5189
248 0.248 3197.52656676 13488.1046951	248 0.248 -341937.12185 -22032189.0759
249 0.249 3184.066765 13431.5383688	249 0.249 -333651.705334 -21419457.1666
250 0.25 3170.6634111 13375.2088222	250 0.25 -325596.691119 -20826103.9977
251 0.251 3157.31626876 13319.1150651	251 0.251 -317764.804351 -20251442.9164
252 0.252 3144.0251027 13263.2561116	252 0.252 -310149.027456 -19694814.1964
253 0.253 3130.7896786 13207.6309797	253 0.253 -302742.590068 -19155583.8811
254 0.254 3117.60976313 13152.2386916	254 0.254 -295538.959395 -18633142.6804
255 0.255 3104.48512393 13097.0782736	255 0.255 -288531.830991 -18126904.9195
256 0.256 3091.41552961 13042.148756	256 0.256 -281715.119923 -17636307.5357
257 0.257 3078.40074977 12987.4491733	257 0.257 -275082.952314 -17160809.1217
258 0.258 3065.44055494 12932.978564	258 0.258 -268629.657236 -16699889.0133
259 0.259 3052.53471664 12878.7359703	259 0.259 -262349.758956 -16253046.4184
260 0.26 3039.68300731 12824.720439	260 0.26 -256237.969494 -15819799.5855
261 0.261 3026.88520039 12770.9310203	261 0.261 -250289.181503 -15399685.0113
262 0.262 3014.14107022 12717.3667687	262 0.262 -244498.461435 -14992256.6822
263 0.263 3001.45039211 12664.0267426	263 0.263 -238861.042998 -14597085.3518
264 0.264 2988.8129423 12610.9100043	264 0.264 -233372.32088 -14213757.8501
265 0.265 2976.22849798 12558.0156199	265 0.265 -228027.844731 -13841876.4232
266 0.266 2963.69683726 12505.3426598	266 0.266 -222823.313387 -13481058.1033
267 0.267 2951.21773916 12452.8901977	267 0.267 -217754.569345 -13130934.1064
268 0.268 2938.79098367 12400.6573117	268 0.268 -212817.593439 -12791149.2565
269 0.269 2926.41635165 12348.6430835	269 0.269 -208008.499756 -12461361.4351
270 0.27 2914.09362492 12296.8465987	270 0.27 -203323.530739 -12141241.0553
271 0.271 2901.82258618 12245.2669466	271 0.271 -198759.052496 -11830470.5588
272 0.272 2889.60301905 12193.9032205	272 0.272 -194311.550297 -11528743.9346
273 0.273 2877.43470806 12142.7545173	273 0.273 -189977.624245 -11235766.2588
274 0.274 2865.31743864 12091.8199379	274 0.274 -185753.985125 -10951253.2546
275 0.275 2853.25099711 12041.0985868	275 0.275 -181637.450415 -10674930.8706
276 0.276 2841.23517069 11990.5895722	276 0.276 -177624.940457 -10406534.878
277 0.277 2829.26974748 11940.2920061	277 0.277 -173713.474771 -10145810.4847
278 0.278 2817.35451649 11890.2050043	278 0.278 -169900.168527 -9892511.96568
279 0.279 2805.48926758 11840.3276861	279 0.279 -166182.229141 -9646402.30959
280 0.28 2793.67379151 11790.6591747	280 0.28 -162556.953012 -9407252.87991
281 0.281 2781.90787992 11741.1985968	281 0.281 -159021.722383 -9174843.09062
282 0.282 2770.1913253 11691.9450828	282 0.282 -155574.002325 -8948960.09551
283 0.283 2758.52392102 11642.8977667	283 0.283 -152211.337831 -8729398.49051
284 0.284 2746.90546132 11594.0557862	284 0.284 -148931.351034 -8515960.02842
285 0.285 2735.33574129 11545.4182826	285 0.285 -145731.738517 -8308453.34561
286 0.286 2723.81455688 11496.9844007	286 0.286 -142610.268734 -8106693.69998
287 0.287 2712.3417049 11448.7532889	287 0.287 -139564.779531 -7910502.71986
288 0.288 2700.916983 11400.7240993	288 0.288 -136593.175754 -7719708.16315
289 0.289 2689.54018968 11352.8959873	289 0.289 -133693.426949 -7534143.68647
290 0.29 2678.21112428 11305.2681121	290 0.29 -130863.565153 -7353648.62367
291 0.291 2666.92958698 11257.8396361	291 0.291 -128101.682765 -7178067.77346
292 0.292 2655.69537882 11210.6097255	292 0.292 -125405.930495 -7007251.19561
293 0.293 2644.50830162 11163.5775499	293 0.293 -122774.515388 -6841054.01546
294 0.294 2633.36815808 11116.7422822	294 0.294 -120205.69893 -6679336.23631
295 0.295 2622.2747517 11070.1030989	295 0.295 -117697.795213 -6521962.55936
296 0.296 2611.22788679 11023.65918	296 0.296 -115249.169174 -6368802.21088
297 0.297 2600.22736852 10977.4097089	297 0.297 -112858.234899 -6219728.7763
298 0.298 2589.27300283 10931.3538723	298 0.298 -110523.453984 -6074620.0409
299 0.299 2578.3645965 10885.4908604	299 0.299 -108243.333963 -5933357.83686
300 0.3 2567.50195711 10839.8198667	300 0.3 -106016.426787 -5795827.89632
301 0.301 2556.68489303 10794.3400881	301 0.301 -103841.327359 -5661919.71028
302 0.302 2545.91321346 10749.050725	302 0.302 -101716.672126 -5531526.39302
303 0.303 2535.18672837 10703.950981	303 0.303 -99641.1377208 -5404544.55189
304 0.304 2524.50524855 10659.0400631	304 0.304 -97613.4396448 -5280874.16212
305 0.305 2513.86858557 10614.3171814	305 0.305 -95632.3310093 -5160418.44654
306 0.306 2503.27655177 10569.7815496	306 0.306 -93696.6013139 -5043083.76001
307 0.307 2492.72896031 10525.4323846	307 0.307 -91805.0752713 -4928779.47822
308 0.308 2482.22562511 10481.2689064	308 0.308 -89956.6116731 -4817417.89092
309 0.309 2471.76636086 10437.2903385	309 0.309 -88150.1022957 -4708914.09913
310 0.31 2461.35098305 10393.4959075	310 0.31 -86384.4708448 -4603185.91636
311 0.311 2450.97930793 10349.8848432	311 0.311 -84658.6719366 -4500153.77358
312 0.312 2440.6511525 10306.4563788	312 0.312 -82971.6901154 -4399740.62783
313 0.313 2430.36633456 10263.2097505	313 0.313 -81322.5389044 -4301871.87427
314 0.314 2420.12467264 10220.1441979	314 0.314 -79710.2598903 -4206475.26162
315 0.315 2409.92598605 10177.2589637	315 0.315 -78133.9218393 -4113480.81069
316 0.316 2399.77009486 10134.5532935	316 0.316 -76592.6198437 -4022820.73606
317 0.317 2389.65681986 10092.0264365	317 0.317 -75085.4744979 -3934429.37068
318 0.318 2379.58598263 10049.6776447	318 0.318 -73611.6311024 -3848243.09328
319 0.319 2369.55740547 10007.5061734	319 0.319 -72170.2588958 -3764200.25845
320 0.32 2359.57091142 9965.511281	320 0.32 -70760.5503118 -3682241.12937
321 0.321 2349.62632429 9923.69222892	321 0.321 -69381.7202627 -3602307.81306
